1493955260.696738406	4236.364258	4195.471191	3950.129395	3833.298584	4147.792969	4040.285645	
1493955261.718210454	3285.454102	2946.863770	3096.733643	3301.036133	3948.658936	3105.956543	
1493955262.739410534	4227.172852	4309.521973	4279.208496	4294.975586	4230.297363	4317.474609	
1493955263.760996582	4342.795410	4326.808594	4320.992188	4323.064453	4358.385254	4377.540527	
1493955264.782436629	3868.839844	3120.275879	2822.589111	3202.341309	3168.972168	3358.656982	
1493955265.803734696	3530.868652	3269.867432	3045.560791	3701.771973	3248.741943	3475.514648	
1493955266.825317629	3822.647461	3320.271240	3700.013428	3988.776611	3727.928223	3318.043213	
1493955267.846556815	4210.964844	4111.942871	3919.763184	4075.356201	4214.501465	4267.297852	
1493955268.867747330	4396.887207	4397.718262	4396.956543	4397.202148	4397.721680	4397.414062	
1493955269.889041545	4399.021484	4398.999023	4399.002930	4398.999512	4399.000977	4399.003418	
1493955270.910377746	4398.974121	4398.997559	4399.000000	4398.999512	4398.996094	4398.997070	
1493955271.932302193	3269.002197	3212.145752	2971.303711	3486.259766	3318.055664	3992.203125	
1493955272.953671163	3835.483154	3579.022949	3131.014404	3120.931152	3578.614990	3300.200684	
1493955273.974967561	3041.528564	3654.977295	2943.595459	3294.916260	3005.529785	3384.889648	
1493955274.996253361	3989.310547	3944.097900	3861.635254	4156.320312	3953.096924	3916.536377	
1493955276.017684795	3353.413330	3552.840820	3330.351807	3309.239502	3796.631836	3209.090332	
1493955277.038812838	3909.713867	4091.751953	3787.307129	3942.845703	3653.329834	3832.564453	
1493955278.060326934	4387.898926	4380.311523	4359.779785	4374.710449	4378.516602	4378.990723	
1493955279.081481512	3525.171875	4086.256104	3612.001465	3886.660400	3651.698975	3814.905518	
1493955280.102744009	4398.968262	4398.971191	4398.979492	4398.970703	4398.971191	4398.997559	
1493955281.123924198	4399.005371	4398.996582	4399.004883	4399.002930	4399.001465	4399.002930	
1493955282.145080020	4398.996582	4399.003906	4398.997559	4398.995605	4399.001953	4398.998047	
1493955283.166384728	4398.329102	4398.496094	4397.764160	4398.870117	4398.505371	4398.050781	
1493955284.187759406	4057.116943	4131.312500	3945.766357	3951.107422	3796.984131	4095.278809	
1493955285.209194434	3865.292480	3437.075684	3514.699707	4001.386230	3809.438721	3260.470703	
1493955286.230588120	3296.722656	3639.139160	3456.363525	3217.899414	3005.325684	3269.100098	
1493955287.251685515	4390.768066	4388.494629	4375.403320	4381.432617	4389.989746	4379.897461	
1493955288.272808116	4393.364258	4395.637207	4395.763672	4394.806152	4393.918945	4396.470703	
1493955289.294549588	3213.999023	3392.781738	2982.333984	3561.983154	3393.235352	4125.147461	
1493955290.316074100	3450.111572	3082.441650	3070.298340	3159.460449	3878.750000	3078.075195	
1493955291.337602740	3803.405762	4086.527588	3175.509521	3345.274414	3649.435303	3570.203857	
1493955292.359050361	3166.778076	3481.022461	3172.313477	3571.585205	3483.742188	3013.961670	
1493955293.380622053	3584.957764	4189.734863	3461.673828	3519.731689	3800.297363	3591.235107	
1493955294.402449101	3792.589844	3878.680908	3629.535645	4080.776611	4191.303711	3909.580811	
1493955295.423805350	3767.548584	3753.210449	3629.148438	3993.019043	4152.941406	3735.358398	
1493955296.444920398	4389.866211	4362.645508	4384.380371	4389.971680	4394.007812	4393.562500	
1493955297.466038045	4398.996582	4399.001465	4398.994629	4398.991699	4398.994629	4398.992676	
1493955298.487476656	4392.151367	4378.287598	4376.761719	4384.027344	4368.728516	4359.200684	
1493955299.508622882	4153.414551	4217.924805	3989.549072	4170.360352	4337.235840	4228.125488	
1493955300.529745696	4399.007324	4399.006836	4399.001465	4398.995605	4399.000000	4398.997559	
1493955301.550813602	4398.996094	4398.998535	4398.996582	4399.004395	4398.999512	4398.998535	
1493955302.572446416	4365.734863	4386.125000	4364.333984	4369.056641	4368.454590	4387.335938	
1493955303.594082290	3702.728027	3221.437500	3031.340820	3187.101318	3138.269775	3197.540771	
1493955304.615612790	3622.870117	3299.554932	3530.016357	3499.773682	3301.910645	3107.135742	
1493955305.637015462	4238.523438	3975.891602	4063.052490	4198.186035	4155.441895	4202.551270	
1493955306.658271542	3315.780029	3388.236572	3524.655029	3692.162598	3087.840088	3260.150391	
1493955307.680019401	3681.319336	3544.462646	3562.110107	3790.458252	3644.974609	4134.507812	
1493955308.701606464	3547.907715	3251.819580	3132.502930	3049.718750	3230.526123	3116.428223	
1493955309.723137107	3504.247559	3454.041504	3304.694092	3552.518555	3289.477539	3747.079590	
1493955310.744584622	3357.425537	3255.031006	3260.484863	3609.293701	3901.406250	3602.440430	
1493955311.766324594	3228.249512	3046.202637	3039.598145	3209.283447	3067.159912	3337.147461	
1493955312.787885057	3313.974854	3445.198975	3182.974365	3469.904053	3435.371582	3500.813965	
1493955313.809468601	4375.620605	4380.660156	4381.250977	4381.138672	4372.956055	4365.523438	
1493955314.830663864	4393.801270	4392.593262	4394.732910	4396.404785	4394.954102	4397.468262	
1493955315.852153677	4346.024414	4323.603516	4212.134766	4347.151367	4350.314453	4292.766113	
1493955316.874088246	3265.958740	3824.492432	3188.626953	3711.492188	3975.776123	3612.589355	
1493955317.895619229	3318.915771	3925.210205	3312.782227	3419.322754	3721.895020	3477.712646	
1493955318.917238021	3383.164307	3842.011230	3066.949463	3212.228760	3598.171631	3447.832275	
1493955319.939041414	3438.133301	3216.963867	3252.068359	3203.675293	3420.605957	3885.882324	
1493955320.960650234	3439.325195	3656.448975	3304.770508	3452.951660	3347.236572	3683.412109	
1493955321.981858419	4134.083984	4130.552734	3961.432861	4059.422607	3985.946777	4106.537598	
1493955323.003154423	4398.978027	4398.995605	4398.998535	4398.997559	4399.002930	4399.000000	
1493955324.024827441	4215.594238	4251.671387	3995.952881	4244.579590	4261.753418	4347.105469	
1493955325.045994059	3463.393311	3888.344971	3741.455078	3620.072510	3658.319336	3360.372070	
1493955326.067447603	3258.022705	3406.768555	3118.038330	3198.793213	3427.403320	3066.152832	
1493955327.089018444	3575.036377	3448.296875	3742.270996	4068.025879	3558.195557	3831.752686	
1493955328.110330025	4398.958496	4399.008301	4398.990234	4398.992188	4398.995605	4398.986328	
1493955329.131869351	4260.074219	4254.875488	4114.611816	4275.188965	4247.274902	4144.348633	
1493955330.153393670	3059.552490	3024.076172	3434.337402	3229.524902	3292.147217	3552.215088	
1493955331.174521026	3837.397461	3762.684814	3725.172363	3828.674072	3909.694580	4059.835938	
1493955332.195735845	4395.895020	4394.985352	4394.574707	4394.633789	4397.999512	4394.340332	
1493955333.217163617	4372.651855	4381.221191	4364.783203	4367.886230	4383.538086	4391.264648	
1493955334.238892625	3530.408936	3077.196289	3052.919678	3159.343018	3662.258545	3212.080566	
1493955335.259971211	3847.088379	3680.497314	3557.823730	3721.917480	3697.788818	3522.502197	
1493955336.281244277	4394.174805	4395.909180	4396.295410	4394.410156	4396.517090	4396.890625	
1493955337.302711582	4367.298828	4336.941406	4250.121094	4371.512695	4359.413574	4255.561523	
1493955338.324214345	3636.947510	4093.174316	3475.463867	3402.528809	3318.107178	3970.144043	
1493955339.346294066	2967.615479	2979.633057	2784.961670	2687.724854	2853.672119	2795.680420	
1493955340.367580052	4314.168457	4309.727539	4289.895020	4342.132812	4373.784180	4364.562500	
1493955341.388738542	4397.062500	4397.088867	4396.957520	4397.673828	4397.570312	4396.869141	
1493955342.410141100	4398.968262	4399.002441	4399.004883	4399.003418	4399.007324	4399.007324	
1493955343.431330331	4399.025879	4398.986816	4398.990234	4398.991211	4398.984375	4398.992676	
1493955344.454482691	4397.165039	4396.819824	4397.120605	4396.863770	4395.623047	4397.541992	
1493955345.476198022	3547.291748	3759.651123	3726.891357	3798.393311	4174.323730	3722.052002	
1493955346.497616101	3650.549072	3783.089844	3098.250000	3212.806152	3452.833984	3656.848145	
